long_name,value_eur,club_name
Helibelton Palacios Zapata,2700000.0,Club Brugge
Hannes Van Der Bruggen,3100000.0,Kortrijk
Rob Schoofs,3100000.0,Mechelen
Jere Juhani Uronen,2600000.0,Genk
Antonio Milić,2700000.0,KV Oostende
Jakov Filipović,2700000.0,Sporting Lokeren
Colin Coosemans,2200000.0,Mechelen
Stelios Kitsiou,2600000.0,Sint-Truiden
Zinho Gano,3100000.0,KV Oostende
Nicola Leali,2100000.0,Zulte-Waregem
Isaac Kiese Thelin,3000000.0,Waasland-Beveren
Laurent Jans,2500000.0,Waasland-Beveren
Collins Ngoran Suiru Fai,2500000.0,Standard Liège
Yevhen Makarenko,2400000.0,Kortrijk
Christophe Diandy,2400000.0,Sporting Charleroi
William Dutoit,2000000.0,KV Oostende
Michiel Jonckheere,2700000.0,KV Oostende
Dieumerci Ndongala,2800000.0,Standard Liège
Olivier Deschacht,325000.0,Anderlecht
Christophe Lepoint,1800000.0,Kortrijk
Jordan Lotiès,1400000.0,AS Eupen
David Rozehnal,325000.0,KV Oostende
Sammy Andre Bossut,1400000.0,Zulte-Waregem
Hervé Kage,2500000.0,Kortrijk
Thomas Matton,2100000.0,Gent
Nill De Pauw,2500000.0,Zulte-Waregem
Marc Valiente Hernández,1800000.0,AS Eupen
Amara Baby,2400000.0,Sporting Charleroi
Francisco Javier Martos Espigares,950000.0,Sporting Charleroi
Clément Tainmont,2100000.0,Sporting Charleroi
Edin Cocalić,1800000.0,Mechelen
Nicolas Verdier,2300000.0,AS Eupen
Ibrahima Khaliloulah Seck,2000000.0,Waasland-Beveren
Kévin Vandendriessche,2400000.0,KV Oostende
Elohim Rolland,2400000.0,Kortrijk
Samuel Kalu Ojim,3100000.0,Gent
Wesley Moraes Ferreira da Silva,2900000.0,Club Brugge
Peter Oladeji Olayinka,2700000.0,Zulte-Waregem
Mamadou Obbi Oularé,2700000.0,Antwerp
Joher Khadim Rassoul,2300000.0,Sporting Lokeren
Silvère Ganvoula M'boussy,2700000.0,Mechelen
Răzvan Gabriel Marin,2600000.0,Standard Liège
Roman Yaremchuk,2700000.0,Gent
Marcus Ingvartsen,2500000.0,Genk
Sander Coopman,2500000.0,Zulte-Waregem
Aleksandar Bjelica,2100000.0,KV Oostende
Hendrik Van Crombrugge,1800000.0,AS Eupen
Davy Roef,1800000.0,Waasland-Beveren
Corentin Fiore,2000000.0,Standard Liège
Guillaume Hubert,1700000.0,Club Brugge
Michaël Heylen,2000000.0,Zulte-Waregem
Thomas Kaminski,1700000.0,Kortrijk
Noë Dussenne,1900000.0,Gent
Pylyp Budkivskyi,2300000.0,Kortrijk
Uroš Vitas,2000000.0,Mechelen
Dimitrios Kolovos,2300000.0,Mechelen
Filip Mladenović,1800000.0,Standard Liège
Kaveh Rezaei,2300000.0,Sporting Charleroi
Ibrahima Sory Conté,2100000.0,KV Oostende
Stefano Marzo,1800000.0,Sporting Lokeren
Yohan Croizet,2200000.0,Mechelen
Roman Bezus,2100000.0,Sint-Truiden
Steeven Willems,1800000.0,Sporting Charleroi
Germán Mera Cáceres,1700000.0,Club Brugge
Ramin Rezaeian,1600000.0,KV Oostende
Luis García Fernández,575000.0,AS Eupen
Davino Verhulst,1200000.0,Sporting Lokeren
Alessandro Cordaro,1600000.0,Zulte-Waregem
Davy De fauw,375000.0,Zulte-Waregem
Réginal Goreux,1300000.0,Standard Liège
Tom De Sutter,1600000.0,Sporting Lokeren
Brecht Capon,1300000.0,KV Oostende
Daniel Vuković,1000000.0,Genk
David Pollet,1800000.0,Sporting Charleroi
Teddy Étienne Chevalier,1700000.0,Kortrijk
Eric Ocansey,1800000.0,AS Eupen
Jean Thierry Lazare Amani,1800000.0,AS Eupen
Emmanuel Bonaventure Dennis,1800000.0,Club Brugge
Bekanty Victorien Angban,1500000.0,Waasland-Beveren
Bryan Heynen,1700000.0,Genk
Benson Manuel Hedilazio,1600000.0,Genk
Ivan Šaponjić,1600000.0,Zulte-Waregem
Richairo Živković,1600000.0,KV Oostende
Julien Ariel De Sart,1300000.0,Zulte-Waregem
Ahmed El Messaoudi,1300000.0,Mechelen
Valeriy Luchkevych,1500000.0,Standard Liège
Sandy Walsh,1200000.0,Zulte-Waregem
Tuur Dierckx,1400000.0,Waasland-Beveren
Charilaos Charisis,1200000.0,Sint-Truiden
Birger Danny Verstraete,1200000.0,Gent
Yohan Alexandre Mady Boli,1400000.0,Sint-Truiden
Dimitrios Goutas,1200000.0,Sint-Truiden
Dino Arslanagić,1200000.0,Antwerp
Enes Sağlık,1300000.0,Sporting Charleroi
Mehdi Terki,1300000.0,Sporting Lokeren
Igor Mavuba Vetokele,1300000.0,Sint-Truiden
Dorian Dessoleil,1100000.0,Sporting Charleroi
Renaud Emond,1300000.0,Standard Liège
Nicolas Rajsel,1300000.0,KV Oostende
Bruno Godeau,1100000.0,Royal Excel Mouscron
Sotiris Ninis,1200000.0,Mechelen
Mijat Marić,425000.0,Sporting Lokeren
Steven De Petter,700000.0,Sint-Truiden
Sinan Bolat,750000.0,Antwerp
Tim Matthys,650000.0,Mechelen
Francis N'Ganga,575000.0,Sporting Charleroi
Steve Danny Marc De Ridder,1000000.0,Sporting Lokeren
Gertjan De Mets,775000.0,Zulte-Waregem
Stergos Marinos,800000.0,Sporting Charleroi
Nils Schouterden,1100000.0,AS Eupen
Gary Christofer Kagelmacher Pérez,800000.0,Kortrijk
Jorge Filipe Avelino Teixeira,775000.0,Sint-Truiden
Antun Palić,1000000.0,Royal Excel Mouscron
Aaron Leya Iseka,1500000.0,Zulte-Waregem
Akram Hassan Afif,1400000.0,AS Eupen
Jordi Vanlerberghe,1100000.0,Club Brugge
Omar Nicolás Govea García,1100000.0,Royal Excel Mouscron
Chris Vianney Bedia,1300000.0,Sporting Charleroi
Elton-Ofoi Acolatse,1300000.0,Sint-Truiden
Fredrik Oldrup Jensen,1200000.0,Zulte-Waregem
Núrio Domingos Matias Fortuna,1000000.0,Sporting Charleroi
Lucas Frédéric Pirard,900000.0,Sint-Truiden
Bojan Nastić,1000000.0,Genk
Rudy Camacho,925000.0,Waasland-Beveren
Julian Michel,1100000.0,Sporting Lokeren
Abdul Jeleel Ajagun,1100000.0,Kortrijk
森岡 弘良太,1100000.0,Waasland-Beveren
Guus Hupperts,1100000.0,Sporting Lokeren
Jens Cools,900000.0,Waasland-Beveren
Samy Kehli,1100000.0,Sporting Lokeren
Marvin Baudry,875000.0,Zulte-Waregem
Kenny Steppe,725000.0,Sint-Truiden
Sébastien Bruzzese,725000.0,Kortrijk
Parfait Mandanda,700000.0,Sporting Charleroi
Teddy Mézague,850000.0,Royal Excel Mouscron
Erdin Demir,825000.0,Waasland-Beveren
Faris Dominguere Jenny Haroun,775000.0,Antwerp
Stijn De Smet,700000.0,Kortrijk
Jordan Remacle,850000.0,Sporting Charleroi
Nicklas Pedersen,900000.0,Mechelen
Joseph Eneojo Akpala,875000.0,KV Oostende
Ari Freyr Skúlason,650000.0,Sporting Lokeren
Idir Ouali,875000.0,Kortrijk
Sambou Yatabaré,900000.0,Antwerp
Bennard Yao Kumordzi,525000.0,Kortrijk
Željko Filipović,900000.0,Mechelen
Dodi Lukébakio,1400000.0,Sporting Charleroi
Aurélio Gabriel Ulineia Buta,1100000.0,Antwerp
Kingsley Madu,1000000.0,Zulte-Waregem
Larry Azouni,1100000.0,Kortrijk
Joseph Aidoo,925000.0,Genk
Diawandou Diagné Niang,900000.0,AS Eupen
Louis Bostyn,725000.0,Zulte-Waregem
Glenn Claes,1000000.0,Mechelen
Jonathan Buatu Mananga,875000.0,Waasland-Beveren
Cristian Benavente Bristol,1000000.0,Sporting Charleroi
Vladimir Kovačević,875000.0,Kortrijk
Luka Stojanović,1000000.0,Antwerp
Fayçal Rherras,825000.0,Mechelen
Geoffry Hairemans,950000.0,Antwerp
Valtteri Moren,800000.0,Waasland-Beveren
Fabien Antunes,800000.0,Sint-Truiden
Merveille Bopé Bokadi,800000.0,Standard Liège
Mike Vanhamel,625000.0,KV Oostende
Anthony Christian Moris,625000.0,Mechelen
Robin Söder,925000.0,Sporting Lokeren
Bryan Verboom,750000.0,Kortrijk
Mario Tičinović,750000.0,Sporting Lokeren
Mamadou Fall,925000.0,Sporting Charleroi
Sascha Kotysch,700000.0,Sint-Truiden
Björn Vleminckx,675000.0,Antwerp
Steve Colpaert,575000.0,Antwerp
Siebe Lieve Blondelle,525000.0,AS Eupen
Joeri Dequevy,750000.0,Antwerp
Kristof D'Haene,800000.0,Kortrijk
Ivan Tomečak,800000.0,Mechelen
Grigoris Kastanos,1400000.0,Zulte-Waregem
Joaquín Matías Ardaiz de los Santos,1300000.0,Antwerp
Joakim Mæhle Pedersen,850000.0,Genk
Aleksandar Boljević,950000.0,Waasland-Beveren
Buduka Dylan Batubinsika,825000.0,Antwerp
François Marquet,875000.0,Waasland-Beveren
Merveille Goblet,650000.0,Waasland-Beveren
Babacar Gueye,900000.0,Sint-Truiden
Olivier Myny,875000.0,Waasland-Beveren
Abdelkarim Hassan Al Haj Fadlalla,750000.0,AS Eupen
Cristian Ceballos Prieto,850000.0,Sint-Truiden
Jordan Rolly Botaka,850000.0,Sint-Truiden
Tracy Mpati Bibuangu,675000.0,Sporting Lokeren
Yannick Thoelen,550000.0,Gent
Lukas Van Eenoo,775000.0,Kortrijk
Jonathan Fernand Jean Legear,600000.0,Sint-Truiden
Ronnie Schwartz Nielsen,675000.0,Waasland-Beveren
Anthony Van Loo,500000.0,Kortrijk
Jérémy Huyghebaert,500000.0,Royal Excel Mouscron
William Owusu Acheampong,675000.0,Antwerp
Dimitri Mohamed,525000.0,Royal Excel Mouscron
Marko Mirić,600000.0,Sporting Lokeren
Niels De Schutter,500000.0,Waasland-Beveren
Christophe Diedhiou,500000.0,Royal Excel Mouscron
Idrissa Doumbia,900000.0,Zulte-Waregem
Bob Straetman,950000.0,Sporting Lokeren
Ibrahim Diallo,775000.0,AS Eupen
Bo Geens,625000.0,Sporting Lokeren
Marco Ilaimaharitra,725000.0,Sporting Charleroi
Youcef Atal,700000.0,Kortrijk
Aristote Nkaka Bazunga,675000.0,Royal Excel Mouscron
Nana Opoku Ampomah,800000.0,Waasland-Beveren
Mathias Bossaerts,650000.0,KV Oostende
Dylan Daniel Mahmoud Bronn,650000.0,Gent
Rédà Jaadi,750000.0,Antwerp
Floriano Vanzo,750000.0,Waasland-Beveren
Damien Dussaut,625000.0,Sint-Truiden
Gaëtan Hendrickx,725000.0,Sporting Charleroi
Alexander Jacques Corryn,600000.0,Antwerp
Christian Luyindama Nekadio,625000.0,Standard Liège
José Lomalisa Mutambala,600000.0,Royal Excel Mouscron
Samuel Asamoah,700000.0,Sint-Truiden
Jovan Stojanović,700000.0,Kortrijk
Stefan Dražić,725000.0,Mechelen
Sergio Ayala López,575000.0,Sint-Truiden
Mamoutou N'Diaye,500000.0,Antwerp
Antonijo Ježina,425000.0,Antwerp
Stallone Limbombe Ekango,625000.0,Antwerp
Logan Bailly,325000.0,Royal Excel Mouscron
Giorgi Chakvetadze,900000.0,Gent
Moussa Wagué,825000.0,AS Eupen
Taiwo Michael Awoniyi,800000.0,Royal Excel Mouscron
Ahmed Touba,675000.0,Club Brugge
Andy Awazi Kawaya Kinghi Mwana Mufala,775000.0,Mechelen
Nordin Jackers,575000.0,Genk
Sébastien Locigno,625000.0,Royal Excel Mouscron
Mohamed Ofkir,725000.0,Sporting Lokeren
Ryan Mmaee Nwambeben Kabir,750000.0,Waasland-Beveren
Alexis François De Sart,700000.0,Sint-Truiden
Mërgim Vojvoda,525000.0,Royal Excel Mouscron
Jonathan Bolingi Mpangi Merikani,625000.0,Royal Excel Mouscron
Lucas Rougeaux,500000.0,Kortrijk
Ben Reichert,600000.0,Zulte-Waregem
Mickaël Tirpan,500000.0,AS Eupen
Kevin Debaty,375000.0,Antwerp
Emmanuel Sowah Adjei,600000.0,Anderlecht
Pierre Desiré Zebli,575000.0,Genk
Elias Cobbaut,550000.0,Mechelen
Yoan Severin,550000.0,Zulte-Waregem
Dries Wouters,525000.0,Genk
Jean Butez,425000.0,Royal Excel Mouscron
Jules Van Cleemput,500000.0,Mechelen
Odeni Igor George Jamabo,475000.0,AS Eupen
Nader Ghandri,450000.0,Antwerp
Boy de Jong,350000.0,Anderlecht
Yanis Mbombo Lokwa,500000.0,Royal Excel Mouscron
Hamza Sanhaji,500000.0,AS Eupen
Matheus Borges Domingues,400000.0,Antwerp
Lewis Mbah Enoh,475000.0,Sporting Lokeren
Riley Patrick McGree,625000.0,Club Brugge
Louis Verstraete,625000.0,Gent
Erhan Mašović,575000.0,Club Brugge
Aliko Mohammad Bala,575000.0,Zulte-Waregem
Nathan De Medina,475000.0,Royal Excel Mouscron
Babacar Niasse Mbaye,400000.0,AS Eupen
Fabrice Olinga Essono,500000.0,Royal Excel Mouscron
Arno Monsecour,400000.0,Sporting Lokeren
Randall Enrique Leal Arley,475000.0,Mechelen
Gjoko Zajkov,375000.0,Sporting Charleroi
Zotsara Randriambololona,400000.0,Antwerp
Moussa Diallo,375000.0,AS Eupen
Mohamed Aidara,275000.0,Royal Excel Mouscron
Juan Pablo Torres,450000.0,Sporting Lokeren
Ibrahima Sory Bah,525000.0,KV Oostende
Thibault Vlietinck,550000.0,Club Brugge
Jens Teunckens,375000.0,Club Brugge
Rubin Seigers,425000.0,Genk
Thibault De Smet,425000.0,Gent
Amine Benchaib,475000.0,Sporting Lokeren
Siebe Horemans,375000.0,Gent
Emmanuel Justine Rabby Banda,425000.0,KV Oostende
Ortwin De Wolf,350000.0,Sporting Lokeren
Maximiliano Caufriez,350000.0,Waasland-Beveren
Kurt Chad Abrahams,400000.0,Sint-Truiden
Assim Omer Al Haj Madibo,350000.0,AS Eupen
Roberto Núñez Mañas,375000.0,Antwerp
Damien Mouchamps,375000.0,AS Eupen
Gary Martin,300000.0,Sporting Lokeren
Edon Zhegrova,425000.0,Genk
Amine Khammas,375000.0,Genk
Jérôme Déom,425000.0,Standard Liège
Paolo Sabak,425000.0,Genk
Hannes Delcroix,375000.0,Anderlecht
Siebe Van der Heyden,350000.0,KV Oostende
Dante Vanzeir,400000.0,Genk
Pieter De Smet,325000.0,Zulte-Waregem
Alessio Castro-Montes,375000.0,AS Eupen
Hasan Özkan,325000.0,KV Oostende
Andy Faustin,350000.0,Zulte-Waregem
Casper De Norre,300000.0,Sint-Truiden
Maxim Nys,300000.0,Waasland-Beveren
Samy Bourard,300000.0,Sint-Truiden
Pape Cherif Ndiaye,300000.0,Waasland-Beveren
Abdul Manaf Nurudeen,250000.0,AS Eupen
Silas Gnaka,300000.0,AS Eupen
Anthony Swolfs,230000.0,Mechelen
Arnaud Bodart,230000.0,Standard Liège
Dimitri Dominique Lavalée,240000.0,Standard Liège
Benjamin Van Durmen,220000.0,Royal Excel Mouscron
Jur Schryvers,220000.0,Waasland-Beveren
Frank Thierry Boya,240000.0,Royal Excel Mouscron
Boureima Hassane Bandé,275000.0,Mechelen
Mohamed Zeroual,250000.0,Mechelen
Julien Célestine,200000.0,Sporting Charleroi
Valentin Baume,170000.0,Sporting Charleroi
Selim Amallah,220000.0,Royal Excel Mouscron
Joran Triest,210000.0,Sporting Lokeren
Joedrick Pupe,170000.0,Kortrijk
Rocky Bushiri Kisonga,180000.0,KV Oostende
Aboubakary Yeli Koita,210000.0,Gent
Alexandro Cavagnera,190000.0,Standard Liège
Raël Nzeza,190000.0,Royal Excel Mouscron
Thomas Demol,220000.0,Royal Excel Mouscron
Moussa Djenepo,220000.0,Standard Liège
Tyron Ivanof,220000.0,Kortrijk
Nathan Mingiedi,160000.0,Sporting Lokeren
Lorenzo Matarrese,160000.0,Sint-Truiden
Babacar Dione,170000.0,Royal Excel Mouscron
Marten Schevenels,150000.0,Sint-Truiden
Souleymane Aw,170000.0,AS Eupen
Fatih Karatas,190000.0,AS Eupen
Jelle Bataille,190000.0,KV Oostende
Martin Schillings,180000.0,AS Eupen
Mathias Janssens,140000.0,Waasland-Beveren
Clément Libertiaux,120000.0,Royal Excel Mouscron
Nathan Rodes,140000.0,Sporting Charleroi
Hannes Smolders,140000.0,Mechelen
Yannick Vandersmissen,130000.0,Sint-Truiden
Tarik Tarcan,140000.0,Sint-Truiden
Younes Achter,150000.0,Antwerp
Medjon Hoxha,160000.0,Kortrijk
Yarno De Nayer,130000.0,Zulte-Waregem
Denzel Jubitana,160000.0,Mechelen
Sebastjan Spahiu,160000.0,Royal Excel Mouscron
Arne Galens,140000.0,Kortrijk
Tomás Pina Isla,10000000.0,Club Brugge
Ludovic Butelle,6000000.0,Club Brugge
Youri Tielemans,11000000.0,Anderlecht
José Heriberto Izquierdo Mena,9000000.0,Club Brugge
Silvio Proto,5000000.0,KV Oostende
Lior Refaelov,6500000.0,Club Brugge
Ruud Willem Vormer,6500000.0,Club Brugge
Björn Engels,7000000.0,Club Brugge
Leander Dendoncker,6500000.0,Anderlecht
Hans Vanaken,7000000.0,Club Brugge
Danijel Milićević,4900000.0,Gent
Diego Ángel Capel Trinidad,5000000.0,Anderlecht
Mathieu Cangni Dossevi,5000000.0,Standard Liège
Anderson Esiti,5000000.0,Gent
Stefano Denswil,4700000.0,Club Brugge
Nicolae Claudiu Stanciu,5500000.0,Anderlecht
Andy Aryel Najar Rodríguez,4500000.0,Anderlecht
Alexander Scholz,4600000.0,Standard Liège
Sofiane Hanni,5000000.0,Anderlecht
Renato Neto Cardoso Porto,5000000.0,Gent
Łukasz Teodorczyk,5000000.0,Anderlecht
Brecht Dejaegere,4800000.0,Gent
Abdoulay Diaby,5000000.0,Club Brugge
Adrien Trebel,4800000.0,Standard Liège
Jelle Vossen,4700000.0,Club Brugge
Serigne Modou Kara Mbodji,3900000.0,Anderlecht
Jean-François Gillet,1300000.0,Standard Liège
Nana Akwasi Asare,3100000.0,Gent
Leon Bailey Butler,5000000.0,Genk
Moses Daddy-Ajala Simon,5000000.0,Gent
Frank Opoku Acheampong,4600000.0,Anderlecht
Laurens Henry Cristine De Bock,3700000.0,Club Brugge
Jakub Brabec,3800000.0,Genk
Sébastien Dewaest,3500000.0,Genk
Tino-Sven Sušić,4300000.0,Genk
Ricardo van Rhijn,3400000.0,Club Brugge
Alejandro Pozuelo Melero,4200000.0,Genk
Nikolaos Karelis,4400000.0,Genk
Luca Marrone,3900000.0,Zulte-Waregem
Miloš Kosanović,3200000.0,Standard Liège
Stefan Mitrović,3200000.0,Gent
Timmy Simons,,Club Brugge
Olivier Deschacht,575000.0,Anderlecht
Killian Overmeire,2400000.0,Sporting Lokeren
Jérémy Louis Perbet,3000000.0,Gent
Lasse Nielsen,2700000.0,Gent
Emir Kujović,3400000.0,Gent
Rami Gershon,2800000.0,Gent
Thomas Foket,4000000.0,Gent
Kenneth Saief,3900000.0,Gent
Brandon Mechele,3300000.0,Club Brugge
Marco Bizot,3100000.0,Genk
Ayanda Patosi,3700000.0,Sporting Lokeren
Felipe Gedoz da Conceição,3800000.0,Club Brugge
Ishak Belfodil,3800000.0,Standard Liège
Fernando Canesín Matos,3600000.0,KV Oostende
Kalifa Coulibaly,3800000.0,Gent
Birama Touré,3100000.0,Standard Liège
Roman Bezus,3500000.0,Sint-Truiden
Lars Veldwijk,3700000.0,Kortrijk
William Dutoit,2800000.0,Sint-Truiden
Sotiris Ninis,3400000.0,Sporting Charleroi
Cyriac Gohi Bi Zoro,3500000.0,KV Oostende
Bram Nuytinck,2800000.0,Anderlecht
Andile Ernest Jali,3300000.0,KV Oostende
Nicolas Penneteau,1700000.0,Sporting Charleroi
Thomas Buffel,975000.0,Genk
Tom De Sutter,2700000.0,Sporting Lokeren
Thomas Matton,2600000.0,Gent
M'Baye Leye,1900000.0,Zulte-Waregem
Seth De Witte,2300000.0,Mechelen
Jérémy Taravel,2200000.0,Gent
Elderson Uwa Echiejile,2200000.0,Standard Liège
Hamdi Harbaoui,2500000.0,Anderlecht
Claudemir Domingues de Souza,2800000.0,Club Brugge
Benoît Guy Jean Poulain,2300000.0,Club Brugge
Ivan Obradović,2300000.0,Anderlecht
Alexandru Mihăiță Chipciu,2900000.0,Anderlecht
Onyinye Wilfred Ndidi,2900000.0,Genk
Wallyson Teixeira Mallmann,3100000.0,Standard Liège
Edmilson Junior Paulo da Silva,3100000.0,Standard Liège
Massimo Bruno,2900000.0,Anderlecht
Davy Roef,2600000.0,Anderlecht
Corentin Fiore,2500000.0,Standard Liège
Anthony Limbombe Ekango,2900000.0,Club Brugge
Mbwana Ally Samatta,2900000.0,Genk
Idriss Saadi,2800000.0,Kortrijk
Ruslan Malinovskyi,2800000.0,Genk
Dennis Appiah,2200000.0,Anderlecht
Stéphane Badji,2200000.0,Anderlecht
Romain Métanire,2100000.0,Kortrijk
Dieumerci Ndongala,2500000.0,Gent
Žarko Tomašević,2000000.0,KV Oostende
Knowledge Musona,2400000.0,KV Oostende
João Carlos Reis Graça,2000000.0,Kortrijk
Rúben Miguel Marques dos Santos Fernandes,1500000.0,Sint-Truiden
Filip Daems,,Westerlo
Christophe Lepoint,1400000.0,Zulte-Waregem
Sammy Andre Bossut,1700000.0,Zulte-Waregem
Franck Berrier,1700000.0,KV Oostende
Gertjan De Mets,1600000.0,Kortrijk
Réginal Goreux,1600000.0,Standard Liège
Onur Kaya,1900000.0,Zulte-Waregem
Didier Janvier Ovono Ebang,1500000.0,KV Oostende
Sébastien Clovis Siani,2000000.0,KV Oostende
Vagner da Silva,1700000.0,Royal Excel Mouscron
Orlando Carlos Braga de Sá,2100000.0,Standard Liège
László Köteles,1700000.0,Waasland-Beveren
Eyong Tarkang Enoh,1500000.0,Standard Liège
Siebe Schrijvers,2300000.0,Waasland-Beveren
Leandro Trossard,2400000.0,Genk
Farès Bahlouli,2500000.0,Standard Liège
Benito Raman,2400000.0,Standard Liège
Thomas Kaminski,1900000.0,Kortrijk
Ibrahima Cissé,1900000.0,Standard Liège
Sverrir Ingi Ingason,1900000.0,Sporting Lokeren
Soualiho Meïté,1900000.0,Zulte-Waregem
Andriy Totovytskyi,2200000.0,Kortrijk
Sébastien Bruzzese,1600000.0,Club Brugge
Bryan Verboom,1700000.0,Zulte-Waregem
Julian Michel,2100000.0,Waasland-Beveren
Djené Dakonam Ortega,1800000.0,Sint-Truiden
Jens Naessens,2000000.0,Zulte-Waregem
Ibrahima Sory Conté,1900000.0,KV Oostende
Darwin Zamir Andrade Marmolejo,1600000.0,Standard Liège
Davino Verhulst,1600000.0,Sporting Lokeren
Yassine El Ghanassy,1900000.0,KV Oostende
Henrik Dalsgaard,1500000.0,Zulte-Waregem
Kévin Vandendriessche,1900000.0,KV Oostende
Mijat Marić,950000.0,Sporting Lokeren
David Rozehnal,275000.0,KV Oostende
João Carlos Pinto Chaves,500000.0,Sporting Lokeren
Yoni Buyens,1600000.0,Westerlo
Damien Marcq,1300000.0,Sporting Charleroi
Pierrick Valdivia,1300000.0,Sint-Truiden
Georgios Gkalitsios,1200000.0,Sporting Lokeren
Francisco Javier Martos Espigares,950000.0,Sporting Charleroi
Clément Tainmont,1500000.0,Sporting Charleroi
Jean-Luc Mamadou Diarra Dompé,2100000.0,Standard Liège
Timothy Castagne,1800000.0,Genk
Guillaume Hubert,1700000.0,Standard Liège
Rob Schoofs,1800000.0,Gent
Jere Juhani Uronen,1600000.0,Genk
Jacob Rinne,1600000.0,Gent
Omar Colley,1600000.0,Genk
Michaël Heylen,1500000.0,Westerlo
Antonio Milić,1500000.0,KV Oostende
Guus Hupperts,1700000.0,Sporting Lokeren
Hannes Van Der Bruggen,1500000.0,Gent
Dino Arslanagić,1500000.0,Standard Liège
Cristian Ceballos Prieto,1700000.0,Sint-Truiden
Mohamed Lamine Yattara,1800000.0,Standard Liège
Uroš Spajić,1500000.0,Anderlecht
Adam Marušić,1700000.0,KV Oostende
Sergiy Bolbat,1800000.0,Sporting Lokeren
Konstantinos Laifis,1500000.0,Standard Liège
Valentín Nicolás Viola,1700000.0,Royal Excel Mouscron
Yohan Croizet,1700000.0,Mechelen
Laurent Jans,1400000.0,Waasland-Beveren
Renaud Emond,1700000.0,Standard Liège
Enes Sağlık,1600000.0,Sporting Charleroi
Željko Filipović,1500000.0,Mechelen
Luis García Fernández,450000.0,AS Eupen
Benjamin De Ceulaer,1100000.0,Westerlo
Alessandro Cordaro,1200000.0,Zulte-Waregem
Davy De fauw,375000.0,Zulte-Waregem
Michalis Sifakis,1100000.0,Kortrijk
Francis N'Ganga,850000.0,Sporting Charleroi
Steve Danny Marc De Ridder,1300000.0,Sporting Lokeren
Nicklas Pedersen,1400000.0,KV Oostende
Stergos Marinos,1000000.0,Sporting Charleroi
Hervé Kage,1300000.0,Kortrijk
Nebojša Pavlović,230000.0,Kortrijk
Joseph Eneojo Akpala,1300000.0,KV Oostende
Timothy Derijck,1000000.0,Zulte-Waregem
Brecht Capon,1000000.0,KV Oostende
David Pollet,1400000.0,Sporting Charleroi
Edin Cocalić,1100000.0,Mechelen
Ibrahima Khaliloulah Seck,1100000.0,Waasland-Beveren
Mamadou Obbi Oularé,1700000.0,Zulte-Waregem
Dion Johan Cools,1400000.0,Club Brugge
Mahmoud Ahmed Ibrahim Hassan,1500000.0,Royal Excel Mouscron
Colin Coosemans,1200000.0,Mechelen
Mamadou Sylla Diallo,1400000.0,AS Eupen
Bojan Nastić,1200000.0,Genk
Matej Delač,1200000.0,Royal Excel Mouscron
Dimitrios Kolovos,1300000.0,Mechelen
Dimitrios Goutas,1200000.0,Kortrijk
Clinton Mukoni Mata Pedro Lourenço,1100000.0,Sporting Charleroi
Collins Ngoran Suiru Fai,1100000.0,Standard Liège
Parfait Mandanda,1000000.0,Sporting Charleroi
Koen Van Langendonck,1000000.0,Westerlo
Christophe Diandy,1000000.0,Sporting Charleroi
Ronnie Schwartz Nielsen,1200000.0,Waasland-Beveren
Khaleem Hyland,950000.0,Westerlo
Michiel Jonckheere,1200000.0,KV Oostende
Elohim Rolland,1100000.0,Kortrijk
Boubacar Copa Barry,450000.0,Sporting Lokeren
Koen Persoons,775000.0,Sporting Lokeren
Steven De Petter,725000.0,Sint-Truiden
Stijn De Smet,825000.0,Kortrijk
Tim Matthys,775000.0,Mechelen
Jackson Avelino de Coelho,950000.0,Sporting Lokeren
Brian Tømming Hämäläinen,825000.0,Zulte-Waregem
Djamel Bakar,1000000.0,Sporting Charleroi
Dalibor Veselinović,1000000.0,Mechelen
Amara Baby,1000000.0,Sporting Charleroi
Bennard Yao Kumordzi,825000.0,Genk
Nicolas Verdier,1000000.0,Mechelen
Sandy Walsh,1100000.0,Genk
Boli Bolingoli-Mbombo,1200000.0,Club Brugge
Mats Rits,1200000.0,Mechelen
Zinho Gano,1200000.0,Waasland-Beveren
Glenn Claes,1200000.0,Mechelen
Igor Mavuba Vetokele,1200000.0,Zulte-Waregem
Jonathan Buatu Mananga,1000000.0,Waasland-Beveren
Junior Randal Oto'o Zue,975000.0,Westerlo
小野 裕二,1100000.0,Sint-Truiden
Daniel Graovac,950000.0,Royal Excel Mouscron
Mario Tičinović,925000.0,Sporting Lokeren
Bruno Godeau,925000.0,KV Oostende
Ofir Davidzada,875000.0,Gent
Laurens Paulussen,850000.0,Mechelen
Michalis Manias,1100000.0,Westerlo
Frank Boeckx,825000.0,Anderlecht
Evariste Ngolok,950000.0,Sporting Lokeren
Marvin Baudry,825000.0,Zulte-Waregem
Xavier Tsan Yuan Chen,475000.0,Mechelen
David Hubert,675000.0,Royal Excel Mouscron
Idir Ouali,825000.0,Kortrijk
Athanasios Papazoglou,875000.0,Kortrijk
Florian Taulemesse,825000.0,AS Eupen
Nikola Storm,1100000.0,Club Brugge
Pieter Gerkens,1100000.0,Sint-Truiden
Cristian Alejandro Cuevas Jara,925000.0,Sint-Truiden
François Marquet,1000000.0,Waasland-Beveren
